manual_label,show,rating,title,content,company,author,date
2,Tootsie,8,Tootsie,"This embraceably funny concoction goes by the title of ""Tootsie,"" which also was the title of its eternally endearing 1982 film source, starring Dustin Hoffman as a temperamental actor so desperate for a part he disguises himself as a woman to get it. The mantle of Michael Dorsey/Dorothy Michaels has been passed down on this occasion to the sublime Santino Fontana, who not only gets to strut his farcical stuff, but also sings, amazingly well, in two registers.",Washington Post,Peter Marks,4/23/19
2,Constellations,8,'Constellations': Theater Review,"A romantic two-hander spun out of string theory, in which the significant moments of a couple's life together are played out in different directions across infinite parallel paths? That sounds on paper like a cerebral exercise, designed to test audiences' concentration while actors flex their muscles. But British playwright Nick Payne's beguiling Constellations is not only a full-bodied narrative, it's a richly affecting experience. That's thanks to the sensitivity of the writing, but also to the warmth, humor and vitality invested in it by Jake Gyllenhaal and Ruth Wilson, giving two astonishing performances in a production from Michael Longhurst that's as rigorous as it is tender.",Hollywood Reporter,David Rooney,1/13/15
2,Falsettos,8,Broadway review: William Finn and James Lapine’s game-changing musical Falsettos returns to break new hearts,"""It's about time, don't you think?"" sings Marvin (Christian Borle) at the outset of the second act of Falsettos, and yes: It is. It's about time that William Finn and James Lapine's intimate, obstinate, heart-shattering 1992 musical has returned to Broadway, to poke us and amuse us and reduce us again to helpless tears. Few musicals have the range, idiosyncrasy and emotional punch of this profoundly unconventional and personal work. Directed by Lapine, the show's revival is very much about a specific Jewish family in the early 1980s, and while its story of a man who leaves his wife and child for a male lover may be less novel today, its larger truths continue to resonate. Seeing Falsettos now is like opening a time capsule and finding a mirror.",TimeOut NY,Adam Feldman,10/27/16
0,The Parisian Woman,5,'The Parisian Woman': Theater Review,"But this is a play with an identity crisis, exacerbated by MacKinnon's incongruously stylized scene changes - architectural blueprints of halls of power laced with ribbons of news ticker. Visually, these fussy interludes make no sense, beyond echoing the confusion of a work that can't decide if it's a sly political thriller about our alarming reality or a conventional drawing-room comedy about no credible reality at all.",Hollywood Reporter,David Rooney,11/30/17
1,Casa Valentina,8,Casa Valentina,"Clothes unmake the men in Casa Valentina, Harvey Fierstein's mostly effective period drama about cross-dressers in 1962. Set at a Catskills resort that caters to straight married fellows who secretly dress and act like women, the play delicately traverses a midcentury American subculture at the time represented only in dirty jokes and horror movies. But if you want to know what impels these men to externalize their feminine sides, the play has difficulty peeling away more than a layer or two-it's more about gussying up than stripping bare.",Time Out NY,David Cote,4/22/14
2,Falsettos,9,'Falsettos': Theater Review,"In fact, pretty much everything about Lincoln Center Theater's ideally cast Broadway revival, again directed by Lapine with as much humor as sensitivity, makes it pure pleasure. The musical is firmly knotted to its era, unfolding first in 1979, as New Yorker Marvin (Christian Borle) bails on his wife Trina (Stephanie J. Block) and son Jason (Anthony Rosenthal) to move in with his gay lover, Whizzer (Andrew Rannells); it then jumps forward to 1981, the dawn of the AIDS crisis, chronicling how this nontraditional family unit has expanded and then how it gets clobbered by the devastating reality of the time. But the characters are so fresh, the writing so emotionally insightful and the situations played with such feeling that Falsettos hasn't aged a day.",Hollywood Reporter,David Rooney,10/27/16
2,Private Lives,7,Kim Cattrall outgrows Samantha in 'Private Lives',"It helps that esteemed director Richard Eyre applies a light, sure hand, and the actors show a similar ease and dexterity. Cattrall's Amanda is adorably feminine, with a breezy, un-self-conscious energy that mitigates the character's narcissism. As the equally narcissistic Elyot, Canadian actor Paul Gross is less endearing but just as entertaining.",USA Today,Elysa Gardner,11/17/11
0,The Addams Family,3,Broadway's 'The Addams Family' not altogether ooky,"It's definitely a feat of some kind: Broadway's ""The Addams Family"" has watered down one of the quirkiest pop- culture creations ever. And to think it had so much going for it.",New York Post,Elisabeth Vincentelli,4/10/10
2,The Band's Visit,9,"‘The Band’s Visit’ review: Poignant, beautifully told musical","Performances and staging are finely crafted throughout, but the brilliance of this piece is truly in the music and lyrics of David Yazbek. In a departure from his work on shows such as ""The Full Monty"" and ""Dirty Rotten Scoundrels,"" he perfectly brings all these stories to life with rich ballads, smooth jazz, a touching lullaby, even some klezmer.",Newsday,Barbara Schuler,11/9/17
2,Torch Song,10,"Torch Song review at Helen Hayes Theatre, New York – ‘a stirring revival’","The play's defiant and universal humanity shines through with a burning intensity in Moises Kaufman's beautifully modulated production. It is galvanised by the fierce combination of unsentimental vulnerability and independent dignity that Michael Urie brings to the character of Arnold, while Mercedes Ruehl errs just the right side of dramatic cliche in her performance as his overbearing Jewish mum.",The Stage,Mark Shenton,11/1/18
1,That Championship Season,5,"A boozy, brawling winner","In the new Broadway revival of Season (* * ½ out of four), which opened Sunday at the Bernard B. Jacobs Theatre, a starry cast that includes Miller's son Jason Patric reintroduces these no-longer-young men. Over two boozy hours (in the short first act, virtually every other line seems to be an invitation to imbibe), they revisit old grievances and form new ones, gradually tearing to shreds both past glories and present accomplishments.",USA Today,Elysa Gardner,3/6/11
0,Bonnie & Clyde,6,"NY1 Theater Review: ""Bonnie And Clyde""","Director Jeff Calhoun stages the projection-rich production with great efficiency even if it takes awhile to get off the ground. ""Bonnie and Clyde"" has many virtues but also enough flaws to keep it from blowing you away.",NY1,Roma Torre,12/1/11
0,Hillary and Clinton,5,'Hillary and Clinton' review: Great actors go to waste in downbeat comedic drama,"As directed by Joe Mantello (whose numerous Broadway credits include the recent revivals of ""Three Tall Women"" and ""The Boys in the Band""), Metcalf and Lithgow (each a two-time Tony winner) give performances that are vulnerable but otherwise forgettable in the context of their distinguished careers. But what can you expect from asking them to play the Hillary and Bill Clinton of ""one of those other planet Earths""?",amNY,Matt Windman,4/18/19
1,The Waverly Gallery,8,BWW Review: Elaine May Returns To Broadway in Kenneth Lonergan's Touching and Humorous THE WAVERLY GALLERY,"Similar to Tennessee Williams' THE GLASS MENAGERIE, Lonergan's touching and humorous piece is a memory play, with the young Daniel occasionally narrating the story to the audience. For twenty-eight years the widowed Gladys has been running a small art gallery attached to a hotel across from Washington Square. It's never done great business, but the owner thought it attracted passers-by. Now he's decided to convert the place into a cafe and has given Gladys two months' notice.",BroadwayWorld,Michael Dale,10/25/18
2,The Prom,8,‘The Prom’ and ‘Natural Shocks’ Reviews: Preaching to the Choir,"The Prom will make you laugh-I can't remember the last time I laughed so hard at a new musical-and it will also fill you with the toasty-warm glow of unchallenged righteousness. That's a surprising combination, especially nowadays.",Wall Street Journal,Terry Teachout,11/15/18
